16,1,5,3,6,2,1,0,2,8,4,8,3,1,0,2,1,5,10,7,13,1,2,8,5,3,3,0,3,16,3,3,4,4,4,0,11,7,5,4
5,3,4,1,9,2,2,2,0,10,13,5,9,1,0,3,2,4,6,2,9,0,2,3,10,6,3,2,6,11,3,0,4,3,2,0,4,5,3,0
3,1,14,2,7,2,3,0,2,1,9,1,2,0,0,0,4,1,4,0,4,0,0,3,2,0,1,1,0,5,3,0,4,6,0,1,5,6,3,0
0,0,5,12,11,0,1,0,0,4,10,2,2,3,1,8,0,2,1,1,0,0,3,2,3,1,3,6,2,5,3,1,2,0,7,1,4,1,5,0
4,0,0,3,88,0,12,1,2,5,14,1,2,4,0,7,1,0,3,0,4,1,0,0,12,0,7,9,2,2,1,0,1,1,2,0,0,3,2,1
3,0,0,0,3,14,5,5,2,2,10,6,21,7,1,3,2,0,4,15,10,0,2,19,3,2,2,1,3,5,2,0,0,14,0,4,3,6,5,4
0,0,0,0,6,1,35,0,0,10,0,8,3,9,1,0,0,0,1,3,4,0,0,3,6,2,3,1,2,0,1,0,1,1,0,0,1,1,0,0
3,2,1,1,1,5,0,5,4,5,5,1,4,3,0,3,2,1,2,6,0,2,1,7,0,0,3,1,0,3,1,0,0,2,0,4,3,4,1,3
10,8,5,1,4,1,0,0,4,12,14,4,5,1,1,3,2,3,3,4,5,2,5,3,3,0,4,0,3,7,1,0,2,10,3,2,8,8,4,1
3,1,1,3,5,5,4,0,0,40,9,6,9,4,0,4,1,8,5,1,5,1,5,2,4,10,4,5,7,1,1,0,2,4,2,5,9,6,5,0
1,0,1,1,4,1,2,0,0,5,79,4,7,1,0,5,0,6,2,0,0,0,3,5,3,0,24,1,3,0,3,0,1,1,0,0,4,2,1,3
3,1,0,0,1,1,10,2,0,7,5,18,8,5,1,5,3,0,1,2,5,0,7,3,21,5,3,0,2,0,0,0,1,2,1,0,2,3,0,0
1,0,1,0,1,7,2,1,2,3,3,9,34,4,1,1,0,3,2,7,6,0,4,8,3,6,10,1,2,4,0,0,2,6,0,1,4,6,1,5
1,0,0,0,1,3,11,1,0,5,5,12,9,12,0,1,0,1,4,0,4,2,1,1,7,3,2,1,1,2,2,0,0,0,1,0,1,3,1,1
4,2,2,3,10,1,2,0,3,9,19,5,7,4,6,7,3,2,4,3,13,1,5,4,9,9,6,9,3,4,7,0,2,4,6,0,6,5,2,1
0,1,1,4,10,1,4,0,0,4,21,4,10,2,1,35,3,2,4,3,3,1,3,2,11,10,16,8,1,1,5,1,3,4,5,1,6,1,2,1
1,1,3,0,1,0,0,3,2,4,0,2,6,0,0,1,12,1,3,5,2,0,2,5,3,2,6,0,2,1,2,1,1,7,0,4,3,4,1,0
1,1,0,0,3,1,0,0,0,5,13,3,2,2,1,0,3,13,3,3,6,0,4,0,6,1,4,0,4,0,3,1,1,6,1,0,5,5,1,1
11,5,5,9,11,3,0,0,1,2,5,1,1,1,3,2,0,2,14,4,8,6,2,6,2,1,2,2,0,10,3,3,0,6,1,1,9,10,6,1
7,1,1,0,7,2,3,1,4,3,5,3,18,3,1,4,1,5,5,34,10,2,5,5,11,2,11,1,4,4,4,0,0,5,0,1,9,6,1,0
7,0,0,0,4,0,2,1,0,2,4,4,8,3,2,2,1,2,4,9,30,1,5,2,6,7,4,2,6,8,4,0,2,10,2,3,8,1,2,2
5,0,1,1,5,3,1,1,1,2,3,2,7,2,0,2,2,3,0,6,2,5,1,4,6,1,2,2,1,0,1,0,1,3,1,6,5,7,1,4
1,3,1,1,9,4,2,1,0,8,6,9,5,4,1,9,0,3,2,1,8,1,14,3,11,3,8,1,1,1,1,0,3,6,0,1,2,0,1,0
3,2,2,1,2,4,3,3,0,1,8,1,11,3,0,4,2,3,4,12,5,1,9,16,2,2,9,3,4,1,1,0,0,11,0,3,4,1,2,2
0,0,0,0,14,2,8,0,0,2,9,9,8,1,0,6,0,0,1,8,5,0,1,1,87,7,4,7,3,1,1,0,4,2,1,0,1,0,0,0
1,2,0,1,9,1,3,0,1,6,5,6,8,3,1,13,0,4,2,5,8,1,2,1,18,62,8,6,8,3,3,0,1,1,1,0,1,1,0,0
0,1,0,0,3,2,0,0,0,1,7,0,1,0,0,2,1,0,0,0,0,0,0,1,2,2,55,2,0,0,0,0,0,1,1,0,1,0,1,1
2,1,0,1,10,0,3,1,1,3,15,1,2,0,1,12,0,0,1,1,1,1,4,4,12,7,10,26,5,1,2,0,15,1,1,0,3,0,3,0
4,1,2,0,7,1,0,0,1,6,13,0,6,1,2,6,1,5,1,0,2,0,2,0,5,4,5,4,15,1,2,0,1,4,2,0,5,3,1,1
9,5,3,1,6,2,3,0,0,4,2,1,4,1,1,1,2,2,11,2,9,0,2,6,5,4,1,0,1,18,3,0,2,7,3,4,9,5,2,0
6,4,0,0,8,3,1,1,2,4,2,1,5,2,3,2,0,2,5,0,7,0,2,3,5,2,3,1,3,3,4,1,1,2,0,0,2,5,2,0
4,1,2,1,1,1,0,1,0,3,7,0,3,2,1,1,2,3,2,2,4,0,1,8,5,4,0,0,3,4,1,2,1,7,1,5,6,2,2,0
2,2,1,0,10,1,1,0,0,2,11,1,3,0,2,4,0,3,0,0,3,1,3,2,11,4,4,8,6,1,0,0,10,2,0,1,3,0,0,0
0,0,2,3,1,6,3,1,0,8,12,4,7,0,1,3,1,3,3,3,1,1,2,6,3,3,6,2,1,0,3,0,0,15,0,2,11,3,8,2
