Number of layers,Size of dense layer 1,Size of dense layer 2,Learning rate,Regularization value,Validation accuracy
1,512,256,0.005000000000000001,0.0125,0.2309626436781609
1,512,192,0.02,0.0175,0.21443965517241378
1,512,192,0.02,0.0175,0.22323994252873564
1,512,192,0.02,0.0175,0.23401580459770116
1,512,192,0.02,0.0175,0.2194683908045977
1,512,192,0.02,0.0175,0.22000718390804597
1,512,192,0.02,0.0175,0.21677442528735633
1,512,192,0.02,0.015000000000000001,0.21156609195402298
1,512,192,0.02,0.015000000000000001,0.2153376436781609
1,512,192,0.02,0.015000000000000001,0.20725574712643677
1,512,192,0.02,0.0125,0.2101293103448276
1,512,192,0.02,0.0125,0.20833333333333334
1,512,192,0.02,0.0125,0.22108477011494254
1,512,192,0.02,0.0125,0.20510057471264367
1,512,192,0.0175,0.0175,0.20994971264367815
1,512,192,0.0175,0.0175,0.21192528735632185
1,512,192,0.0175,0.0175,0.21408045977011494
1,512,192,0.0175,0.0175,0.21443965517241378
1,512,192,0.0175,0.0175,0.21318247126436782
1,512,192,0.0175,0.015000000000000001,0.1980962643678161
1,512,192,0.0175,0.015000000000000001,0.21479885057471265
1,512,192,0.0175,0.015000000000000001,0.21713362068965517
1,512,192,0.0175,0.015000000000000001,0.21695402298850575
1,512,192,0.0175,0.0125,0.22000718390804597
1,512,192,0.0175,0.0125,0.21084770114942528
1,512,192,0.0175,0.0125,0.21910919540229884
1,512,192,0.0175,0.0125,0.21084770114942528
1,512,192,0.015,0.0175,0.22198275862068967
1,512,192,0.015,0.0175,0.2221623563218391
1,512,192,0.015,0.0175,0.22108477011494254
1,512,192,0.015,0.015000000000000001,0.22359913793103448
1,512,192,0.015,0.015000000000000001,0.20276580459770116
1,512,192,0.015,0.015000000000000001,0.22108477011494254
1,512,192,0.015,0.015000000000000001,0.21336206896551724
1,512,192,0.015,0.0125,0.2182112068965517
1,512,192,0.015,0.0125,0.22323994252873564
1,512,192,0.015,0.0125,0.21030890804597702
1,512,192,0.0125,0.0175,0.2180316091954023
1,512,192,0.0125,0.0175,0.21767241379310345
1,512,192,0.0125,0.0175,0.21910919540229884
1,512,192,0.0125,0.0175,0.2209051724137931
1,512,192,0.0125,0.0175,0.21336206896551724
1,512,192,0.0125,0.015000000000000001,0.22898706896551724
1,512,192,0.0125,0.015000000000000001,0.22341954022988506
1,512,192,0.0125,0.015000000000000001,0.22126436781609196
1,512,192,0.0125,0.0125,0.21390086206896552
1,512,192,0.0125,0.0125,0.21461925287356323
1,512,192,0.0125,0.0125,0.21210488505747127
1,512,192,0.01,0.0175,0.2151580459770115
1,512,192,0.01,0.0175,0.21910919540229884
1,512,192,0.01,0.0175,0.21551724137931033
1,512,192,0.01,0.015000000000000001,0.22270114942528735
1,512,192,0.01,0.015000000000000001,0.21713362068965517
1,512,192,0.01,0.015000000000000001,0.21641522988505746
1,512,192,0.01,0.0125,0.22431752873563218
1,512,192,0.01,0.0125,0.2250359195402299
1,512,192,0.01,0.0125,0.21767241379310345
1,512,192,0.0075,0.0175,0.22629310344827586
1,512,192,0.0075,0.0175,0.2180316091954023
1,512,192,0.0075,0.0175,0.2309626436781609
1,512,192,0.0075,0.0175,0.22395833333333334
1,512,192,0.0075,0.015000000000000001,0.2221623563218391
1,512,192,0.0075,0.015000000000000001,0.2273706896551724
1,512,192,0.0075,0.015000000000000001,0.22036637931034483
1,512,192,0.0075,0.0125,0.22431752873563218
1,512,192,0.0075,0.0125,0.22611350574712644
1,512,192,0.0075,0.0125,0.22611350574712644
1,512,192,0.0075,0.0125,0.22288074712643677
1,512,192,0.005000000000000001,0.0175,0.2165948275862069
1,512,192,0.005000000000000001,0.0175,0.2182112068965517
1,512,192,0.005000000000000001,0.0175,0.22629310344827586
1,512,192,0.005000000000000001,0.0175,0.22341954022988506
1,512,192,0.005000000000000001,0.015000000000000001,0.22000718390804597
1,512,192,0.005000000000000001,0.015000000000000001,0.22108477011494254
1,512,192,0.005000000000000001,0.015000000000000001,0.22252155172413793
1,512,192,0.005000000000000001,0.015000000000000001,0.22341954022988506
1,512,192,0.005000000000000001,0.015000000000000001,0.22539511494252873
1,512,192,0.005000000000000001,0.015000000000000001,0.22431752873563218
1,512,192,0.005000000000000001,0.0125,0.21910919540229884
1,512,192,0.005000000000000001,0.0125,0.2180316091954023
1,512,192,0.005000000000000001,0.0125,0.22323994252873564
1,512,192,0.005000000000000001,0.0125,0.22593390804597702
1,512,192,0.005000000000000001,0.0125,0.22359913793103448
1,512,128,0.02,0.0175,0.2065373563218391
1,512,128,0.02,0.0175,0.20707614942528735
1,512,128,0.02,0.0175,0.2036637931034483
1,512,128,0.02,0.0175,0.21497844827586207
1,512,128,0.02,0.0175,0.21318247126436782
1,512,128,0.02,0.0175,0.2095905172413793
1,512,128,0.02,0.0175,0.2038433908045977
1,512,128,0.02,0.0175,0.21426005747126436
1,512,128,0.02,0.0175,0.21318247126436782
1,512,128,0.02,0.015000000000000001,0.21264367816091953
1,512,128,0.02,0.015000000000000001,0.2117456896551724
1,512,128,0.02,0.015000000000000001,0.2059985632183908
1,512,128,0.02,0.0125,0.21390086206896552
1,512,128,0.02,0.0125,0.21336206896551724
1,512,128,0.02,0.0125,0.21084770114942528
1,512,128,0.0175,0.0175,0.21390086206896552
1,512,128,0.0175,0.0175,0.21138649425287356
1,512,128,0.0175,0.0175,0.21336206896551724
1,512,128,0.0175,0.0175,0.20132902298850575
1,512,128,0.0175,0.015000000000000001,0.2095905172413793
1,512,128,0.0175,0.015000000000000001,0.2052801724137931
1,512,128,0.0175,0.015000000000000001,0.2036637931034483
1,512,128,0.0175,0.0125,0.20456178160919541
1,512,128,0.0175,0.0125,0.21910919540229884
1,512,128,0.0175,0.0125,0.21839080459770116
1,512,128,0.015,0.0175,0.20977011494252873
1,512,128,0.015,0.0175,0.21354166666666666
1,512,128,0.015,0.0175,0.20851293103448276
1,512,128,0.015,0.015000000000000001,0.2065373563218391
1,512,128,0.015,0.015000000000000001,0.21641522988505746
1,512,128,0.015,0.015000000000000001,0.21461925287356323
1,512,128,0.015,0.0125,0.21102729885057472
1,512,128,0.015,0.0125,0.2088721264367816
1,512,128,0.015,0.0125,0.21713362068965517
1,512,128,0.015,0.0125,0.21138649425287356
1,512,128,0.0125,0.0175,0.21102729885057472
1,512,128,0.0125,0.0175,0.2117456896551724
1,512,128,0.0125,0.0175,0.2095905172413793
1,512,128,0.0125,0.015000000000000001,0.22018678160919541
1,512,128,0.0125,0.015000000000000001,0.21120689655172414
1,512,128,0.0125,0.015000000000000001,0.21138649425287356
1,512,128,0.0125,0.015000000000000001,0.21892959770114942
1,512,128,0.0125,0.015000000000000001,0.2088721264367816
1,512,128,0.0125,0.0125,0.2101293103448276
1,512,128,0.0125,0.0125,0.2124640804597701
1,512,128,0.0125,0.0125,0.21551724137931033
1,512,128,0.0125,0.0125,0.2137212643678161
1,512,128,0.01,0.0175,0.21066810344827586
1,512,128,0.01,0.0175,0.21677442528735633
1,512,128,0.01,0.0175,0.21605603448275862
1,512,128,0.01,0.015000000000000001,0.21892959770114942
1,512,128,0.01,0.015000000000000001,0.21497844827586207
1,512,128,0.01,0.015000000000000001,0.20761494252873564
1,512,128,0.01,0.0125,0.22054597701149425
1,512,128,0.01,0.0125,0.2124640804597701
1,512,128,0.01,0.0125,0.2122844827586207
1,512,128,0.0075,0.0175,0.22036637931034483
1,512,128,0.0075,0.0175,0.2182112068965517
1,512,128,0.0075,0.0175,0.21066810344827586
1,512,128,0.0075,0.015000000000000001,0.21785201149425287
1,512,128,0.0075,0.015000000000000001,0.21264367816091953
1,512,128,0.0075,0.015000000000000001,0.21767241379310345
1,512,128,0.0075,0.015000000000000001,0.21210488505747127
1,512,128,0.0075,0.0125,0.22359913793103448
1,512,128,0.0075,0.0125,0.2101293103448276
1,512,128,0.0075,0.0125,0.21443965517241378
1,512,128,0.0075,0.0125,0.21030890804597702
1,512,128,0.005000000000000001,0.0175,0.2209051724137931
1,512,128,0.005000000000000001,0.0175,0.2216235632183908
1,512,128,0.005000000000000001,0.0175,0.21982758620689655
1,512,128,0.005000000000000001,0.015000000000000001,0.21192528735632185
1,512,128,0.005000000000000001,0.015000000000000001,0.21767241379310345
1,512,128,0.005000000000000001,0.015000000000000001,0.22288074712643677
1,512,128,0.005000000000000001,0.015000000000000001,0.21785201149425287
1,512,128,0.005000000000000001,0.0125,0.22072557471264367
1,512,128,0.005000000000000001,0.0125,0.21479885057471265
1,512,128,0.005000000000000001,0.0125,0.21910919540229884
1,512,128,0.005000000000000001,0.0125,0.22072557471264367
1,512,128,0.005000000000000001,0.0125,0.21390086206896552
1,512,64,0.02,0.0175,0.20222701149425287
1,512,64,0.02,0.0175,0.19270833333333334
1,512,64,0.02,0.0175,0.20833333333333334
1,512,64,0.02,0.0175,0.19917385057471265
1,512,64,0.02,0.0175,0.20276580459770116
1,512,64,0.02,0.0175,0.20725574712643677
1,512,64,0.02,0.0175,0.19719827586206898
1,512,64,0.02,0.0175,0.2067169540229885
1,512,64,0.02,0.0175,0.20294540229885058
1,512,64,0.02,0.015000000000000001,0.21713362068965517
1,512,64,0.02,0.015000000000000001,0.20007183908045978
1,512,64,0.02,0.015000000000000001,0.20348419540229884
1,512,64,0.02,0.015000000000000001,0.2094109195402299
1,512,64,0.02,0.015000000000000001,0.2025862068965517
1,512,64,0.02,0.0125,0.2025862068965517
1,512,64,0.02,0.0125,0.20725574712643677
1,512,64,0.02,0.0125,0.20456178160919541
1,512,64,0.0175,0.0175,0.2081537356321839
1,512,64,0.0175,0.0175,0.2002514367816092
1,512,64,0.0175,0.0175,0.2088721264367816
1,512,64,0.0175,0.0175,0.2024066091954023
1,512,64,0.0175,0.015000000000000001,0.20114942528735633
1,512,64,0.0175,0.015000000000000001,0.21084770114942528
1,512,64,0.0175,0.015000000000000001,0.20905172413793102
1,512,64,0.0175,0.0125,0.20761494252873564
1,512,64,0.0175,0.0125,0.2122844827586207
1,512,64,0.0175,0.0125,0.20779454022988506
1,512,64,0.015,0.0175,0.21390086206896552
1,512,64,0.015,0.0175,0.20743534482758622
1,512,64,0.015,0.0175,0.21336206896551724
1,512,64,0.015,0.0175,0.20456178160919541
1,512,64,0.015,0.015000000000000001,0.20150862068965517
1,512,64,0.015,0.015000000000000001,0.20456178160919541
1,512,64,0.015,0.015000000000000001,0.21623563218390804
1,512,64,0.015,0.015000000000000001,0.2081537356321839
1,512,64,0.015,0.0125,0.2067169540229885
1,512,64,0.015,0.0125,0.20725574712643677
1,512,64,0.015,0.0125,0.19540229885057472
1,512,64,0.0125,0.0175,0.2122844827586207
1,512,64,0.0125,0.0175,0.2088721264367816
1,512,64,0.0125,0.0175,0.20581896551724138
1,512,64,0.0125,0.015000000000000001,0.20545977011494254
1,512,64,0.0125,0.015000000000000001,0.2117456896551724
1,512,64,0.0125,0.015000000000000001,0.21390086206896552
1,512,64,0.0125,0.015000000000000001,0.2124640804597701
1,512,64,0.0125,0.0125,0.20977011494252873
1,512,64,0.0125,0.0125,0.20474137931034483
1,512,64,0.0125,0.0125,0.21336206896551724
1,512,64,0.0125,0.0125,0.2122844827586207
1,512,64,0.01,0.0175,0.2117456896551724
1,512,64,0.01,0.0175,0.21318247126436782
1,512,64,0.01,0.0175,0.20833333333333334
1,512,64,0.01,0.015000000000000001,0.20474137931034483
1,512,64,0.01,0.015000000000000001,0.21569683908045978
1,512,64,0.01,0.015000000000000001,0.20348419540229884
1,512,64,0.01,0.0125,0.2130028735632184
1,512,64,0.01,0.0125,0.20617816091954022
1,512,64,0.01,0.0125,0.21605603448275862
1,512,64,0.01,0.0125,0.2067169540229885
1,512,64,0.0075,0.0175,0.20617816091954022
1,512,64,0.0075,0.0175,0.21030890804597702
1,512,64,0.0075,0.0175,0.21138649425287356
1,512,64,0.0075,0.0175,0.21408045977011494
1,512,64,0.0075,0.0175,0.20330459770114942
1,512,64,0.0075,0.015000000000000001,0.2124640804597701
1,512,64,0.0075,0.015000000000000001,0.20779454022988506
1,512,64,0.0075,0.015000000000000001,0.21318247126436782
1,512,64,0.0075,0.015000000000000001,0.21443965517241378
1,512,64,0.0075,0.015000000000000001,0.20294540229885058
1,512,64,0.0075,0.0125,0.20994971264367815
1,512,64,0.0075,0.0125,0.21138649425287356
1,512,64,0.0075,0.0125,0.20869252873563218
1,512,64,0.005000000000000001,0.0175,0.20725574712643677
1,512,64,0.005000000000000001,0.0175,0.2095905172413793
1,512,64,0.005000000000000001,0.0175,0.21048850574712644
1,512,64,0.005000000000000001,0.0175,0.21336206896551724
1,512,64,0.005000000000000001,0.0175,0.21192528735632185
1,512,64,0.005000000000000001,0.015000000000000001,0.2151580459770115
1,512,64,0.005000000000000001,0.015000000000000001,0.2095905172413793
1,512,64,0.005000000000000001,0.015000000000000001,0.21857040229885058
1,512,64,0.005000000000000001,0.015000000000000001,0.2095905172413793
1,512,64,0.005000000000000001,0.0125,0.21569683908045978
1,512,64,0.005000000000000001,0.0125,0.21156609195402298
1,512,64,0.005000000000000001,0.0125,0.2180316091954023
1,512,64,0.005000000000000001,0.0125,0.21443965517241378
1,384,256,0.02,0.0175,0.1255387931034483
1,384,256,0.02,0.0175,0.14026580459770116
1,384,256,0.02,0.0175,0.14870689655172414
1,384,256,0.02,0.0175,0.15786637931034483
1,384,256,0.02,0.0175,0.1598419540229885
1,384,256,0.02,0.0175,0.16415229885057472
1,384,256,0.02,0.0175,0.18714080459770116
1,384,256,0.02,0.0175,0.1788793103448276
1,384,256,0.02,0.015000000000000001,0.1966594827586207
1,384,256,0.02,0.015000000000000001,0.1840876436781609
1,384,256,0.02,0.015000000000000001,0.16702586206896552
1,384,256,0.02,0.0125,0.18193247126436782
1,384,256,0.02,0.0125,0.1725933908045977
1,384,256,0.02,0.0125,0.1980962643678161
1,384,256,0.02,0.0125,0.18732040229885058
1,384,256,0.0175,0.0175,0.203125
1,384,256,0.0175,0.0175,0.1961206896551724
1,384,256,0.0175,0.0175,0.20330459770114942
1,384,256,0.0175,0.0175,0.20150862068965517
1,384,256,0.0175,0.015000000000000001,0.19468390804597702
1,384,256,0.0175,0.015000000000000001,0.20474137931034483
1,384,256,0.0175,0.015000000000000001,0.20168821839080459
1,384,256,0.0175,0.0125,0.2059985632183908
1,384,256,0.0175,0.0125,0.2065373563218391
1,384,256,0.0175,0.0125,0.20563936781609196
1,384,256,0.015,0.0175,0.21102729885057472
1,384,256,0.015,0.0175,0.20420258620689655
1,384,256,0.015,0.0175,0.20923132183908047
1,384,256,0.015,0.0175,0.20725574712643677
1,384,256,0.015,0.015000000000000001,0.2081537356321839
1,384,256,0.015,0.015000000000000001,0.21336206896551724
1,384,256,0.015,0.015000000000000001,0.2059985632183908
1,384,256,0.015,0.0125,0.2158764367816092
1,384,256,0.015,0.0125,0.20869252873563218
1,384,256,0.015,0.0125,0.2192887931034483
1,384,256,0.015,0.0125,0.2137212643678161
1,384,256,0.0125,0.0175,0.2095905172413793
1,384,256,0.0125,0.0175,0.2081537356321839
1,384,256,0.0125,0.0175,0.20851293103448276
1,384,256,0.0125,0.0175,0.21875
1,384,256,0.0125,0.0175,0.21084770114942528
1,384,256,0.0125,0.015000000000000001,0.21695402298850575
1,384,256,0.0125,0.015000000000000001,0.2130028735632184
1,384,256,0.0125,0.015000000000000001,0.20923132183908047
1,384,256,0.0125,0.0125,0.20797413793103448
1,384,256,0.0125,0.0125,0.2165948275862069
1,384,256,0.0125,0.0125,0.20581896551724138
1,384,256,0.01,0.0175,0.2209051724137931
1,384,256,0.01,0.0175,0.21479885057471265
1,384,256,0.01,0.0175,0.21479885057471265
1,384,256,0.01,0.0175,0.21695402298850575
1,384,256,0.01,0.0175,0.22288074712643677
1,384,256,0.01,0.0175,0.21605603448275862
1,384,256,0.01,0.015000000000000001,0.2194683908045977
1,384,256,0.01,0.015000000000000001,0.22108477011494254
1,384,256,0.01,0.015000000000000001,0.21048850574712644
1,384,256,0.01,0.0125,0.21839080459770116
1,384,256,0.01,0.0125,0.21354166666666666
1,384,256,0.01,0.0125,0.21426005747126436
1,384,256,0.01,0.0125,0.2252155172413793
1,384,256,0.01,0.0125,0.2165948275862069
1,384,256,0.0075,0.0175,0.22252155172413793
1,384,256,0.0075,0.0175,0.22898706896551724
1,384,256,0.0075,0.0175,0.22467672413793102
1,384,256,0.0075,0.015000000000000001,0.22557471264367815
1,384,256,0.0075,0.015000000000000001,0.22611350574712644
1,384,256,0.0075,0.015000000000000001,0.2250359195402299
1,384,256,0.0075,0.0125,0.22395833333333334
1,384,256,0.0075,0.0125,0.22270114942528735
1,384,256,0.0075,0.0125,0.21713362068965517
1,384,256,0.005000000000000001,0.0175,0.22898706896551724
1,384,256,0.005000000000000001,0.0175,0.2165948275862069
1,384,256,0.005000000000000001,0.0175,0.22413793103448276
1,384,256,0.005000000000000001,0.0175,0.22719109195402298
1,384,256,0.005000000000000001,0.0175,0.22485632183908047
1,384,256,0.005000000000000001,0.015000000000000001,0.2279094827586207
1,384,256,0.005000000000000001,0.015000000000000001,0.22126436781609196
1,384,256,0.005000000000000001,0.015000000000000001,0.21982758620689655
1,384,256,0.005000000000000001,0.0125,0.21839080459770116
1,384,256,0.005000000000000001,0.0125,0.22413793103448276
1,384,256,0.005000000000000001,0.0125,0.22270114942528735
1,384,192,0.02,0.0175,0.22126436781609196
1,384,192,0.02,0.0175,0.21390086206896552
1,384,192,0.02,0.0175,0.21623563218390804
1,384,192,0.02,0.0175,0.21336206896551724
1,384,192,0.02,0.0175,0.2095905172413793
1,384,192,0.02,0.0175,0.22880747126436782
1,384,192,0.02,0.0175,0.21695402298850575
1,384,192,0.02,0.0175,0.21138649425287356
