epoch,acc,loss,val_acc,val_loss
0,0.051587301587301584,3.6793853366185747,0.09321120689655173,3.4832887676940567
1,0.1359126984126984,3.336595648810977,0.13541666666666666,3.298517084669793
2,0.1728670634920635,3.172026895341419,0.15481321839080459,3.192171381807875
3,0.1884920634920635,3.0709311545841276,0.16576867816091953,3.161462805737024
4,0.2105654761904762,2.994440165777055,0.16038074712643677,3.1498781319322258
5,0.21453373015873015,2.9309242642115034,0.16918103448275862,3.0977213684169724
6,0.23635912698412698,2.885201851526896,0.18354885057471265,3.0607133870837333
7,0.24751984126984128,2.844377158180116,0.18444683908045978,3.0457856572907547
8,0.2534722222222222,2.796343875309778,0.17977729885057472,3.0426060906771957
9,0.27033730158730157,2.7475967709980313,0.19504310344827586,2.986355467774402
10,0.27058531746031744,2.7355602998582143,0.20007183908045978,2.967862558090824
11,0.2601686507936508,2.7225582864549427,0.20438218390804597,2.965928368184758
12,0.29092261904761907,2.6609450257013716,0.19881465517241378,2.961380650257242
13,0.28893849206349204,2.650648219244821,0.19468390804597702,2.996889981730231
14,0.28918650793650796,2.633504519386897,0.20545977011494254,2.9576527798312835
15,0.30158730158730157,2.6098298420981756,0.20420258620689655,2.9495242464131324
16,0.31101190476190477,2.586382809139433,0.21390086206896552,2.9250875738845474
17,0.3062996031746032,2.5864664637853227,0.20779454022988506,2.9511878805598992
18,0.3226686507936508,2.5360930117349776,0.21030890804597702,2.9242404438983436
19,0.30778769841269843,2.537170122540186,0.20743534482758622,2.953354702598747
20,0.3177083333333333,2.5105386991349476,0.2130028735632184,2.9343655301236558
21,0.3229166666666667,2.513275827680315,0.21156609195402298,2.9165390771010826
22,0.3345734126984127,2.4778762582748657,0.21138649425287356,2.9409747342953736
23,0.330109126984127,2.4625087087116544,0.21479885057471265,2.9131053220266585
24,0.34151785714285715,2.4319391099233476,0.21497844827586207,2.9016821452941017
25,0.33581349206349204,2.460859627950759,0.21102729885057472,2.914204024720466
26,0.34945436507936506,2.4253513623797702,0.21461925287356323,2.924217924304392
27,0.3509424603174603,2.414214389664786,0.22755028735632185,2.889014593486128
28,0.3447420634920635,2.3967367921556746,0.21264367816091953,2.934393427837854
29,0.3551587301587302,2.3900672291952465,0.21408045977011494,2.940061452745021
30,0.36235119047619047,2.3856089834182983,0.21839080459770116,2.902281014398597
31,0.36681547619047616,2.3474044913337346,0.21048850574712644,2.9435506004026566
32,0.3655753968253968,2.3476042444743808,0.21336206896551724,2.924420900728511
33,0.3541666666666667,2.3434990360623313,0.2094109195402299,2.9428354734661935
34,0.36830357142857145,2.343467674558125,0.21749281609195403,2.901883772049827
35,0.36731150793650796,2.316199669762263,0.22018678160919541,2.9063902243800546
36,0.3787202380952381,2.3193384541405573,0.21785201149425287,2.909629614873864
37,0.3802083333333333,2.2882514870356,0.2192887931034483,2.9229933530434793
38,0.3802083333333333,2.2957508715372237,0.22359913793103448,2.9164002544578467
39,0.3787202380952381,2.2906443788891746,0.21785201149425287,2.899399425791598
40,0.39384920634920634,2.259878703526088,0.2221623563218391,2.9114122514067025
41,0.3958333333333333,2.261001846146962,0.21713362068965517,2.93584122602967
42,0.3933531746031746,2.2453936925010076,0.22198275862068967,2.893262213674085
43,0.3864087301587302,2.2625294450729614,0.21964798850574713,2.8957799823804833
44,0.3998015873015873,2.226478518001617,0.2182112068965517,2.905930025824185
45,0.39632936507936506,2.225687172677782,0.21318247126436782,2.948023415159905
46,0.4007936507936508,2.2206149706764826,0.22826867816091953,2.908078586918184
47,0.40228174603174605,2.227183597428458,0.21569683908045978,2.9193391484775764
48,0.39806547619047616,2.2077011343032593,0.22126436781609196,2.9238910250280097
49,0.40674603174603174,2.1979116712297713,0.22180316091954022,2.917246197832042
