epoch,acc,loss,val_acc,val_loss
0,0.037698412698412696,6.183181225307404,0.07076149425287356,5.097124069586568
1,0.08903769841269842,4.807860207936121,0.08818247126436782,4.438076852381914
2,0.12003968253968254,4.143434316392929,0.048670977011494254,4.442262257652721
3,0.14756944444444445,3.8527897766658237,0.08387212643678162,4.09437910715739
4,0.15922619047619047,3.691454138074602,0.04202586206896552,4.372226928842479
5,0.18898809523809523,3.538836123451354,0.10668103448275862,3.921029197758642
6,0.20808531746031747,3.441505708391704,0.11853448275862069,3.809049718681423
7,0.23313492063492064,3.3146875737205383,0.08441091954022989,4.077388916892567
8,0.2586805555555556,3.2312846297309514,0.11296695402298851,3.869269310742959
9,0.27728174603174605,3.167164991772364,0.11260775862068965,3.9555846192370887
10,0.28720238095238093,3.1303106603168307,0.1569683908045977,3.7945587278782638
11,0.3087797619047619,3.0776869266752214,0.1255387931034483,4.006780111926726
12,0.33035714285714285,3.0690075518592956,0.1257183908045977,4.063834760380887
13,0.34771825396825395,2.985853391980368,0.1384698275862069,3.9976434981685944
14,0.3529265873015873,2.984581777027675,0.14313936781609196,4.034255337441104
15,0.36929563492063494,2.9554765186612566,0.1348778735632184,4.140215740806755
16,0.38244047619047616,2.945116432886275,0.1221264367816092,4.340554971804564
17,0.38591269841269843,2.93371484014723,0.10668103448275862,4.4359313783974486
18,0.408234126984127,2.9189691846332853,0.14260057471264367,4.1788335696034045
19,0.4099702380952381,2.9163128232199047,0.14044540229885058,4.295189786231381
20,0.4166666666666667,2.940995765110803,0.12248563218390805,4.4424214554929184
21,0.42063492063492064,2.8992362854972717,0.12535919540229884,4.368914609667899
22,0.43005952380952384,2.8849074045817056,0.11817528735632184,4.450482510972297
23,0.44320436507936506,2.8601231764233304,0.13523706896551724,4.354516788460742
24,0.44494047619047616,2.834510099320185,0.1411637931034483,4.426917829732785
25,0.45337301587301587,2.865609872908819,0.1411637931034483,4.419273184633803
26,0.45808531746031744,2.8425999898759144,0.14152298850574713,4.395833618339451
27,0.4556051587301587,2.8589830322871133,0.1497844827586207,4.397781826983923
28,0.47346230158730157,2.83672487168085,0.11476293103448276,4.720325280880106
29,0.4595734126984127,2.884970721744356,0.1336206896551724,4.561749496679196
