11,0,5,4,5,5,2,0,2,7,2,7,2,7,2,1,0,6,6,9,17,2,3,2,9,4,5,1,4,11,4,3,5,3,6,1,4,5,6,6
3,2,0,5,7,3,6,3,1,3,9,3,3,8,4,1,2,6,6,2,11,0,4,4,15,3,1,0,7,7,4,4,5,4,6,0,1,5,1,0
2,0,6,7,6,2,2,3,1,3,7,0,2,3,0,1,3,4,1,1,4,2,0,3,2,0,1,4,2,4,1,0,5,5,1,1,0,8,3,0
0,0,3,14,9,0,1,3,0,5,8,1,1,5,4,6,0,2,0,2,1,0,1,0,2,2,3,9,2,3,3,2,4,1,7,1,1,2,3,1
0,0,0,8,60,1,21,1,1,6,12,3,1,8,1,6,2,1,6,1,6,1,0,0,16,1,0,10,4,3,1,0,5,0,4,0,0,3,2,0
0,1,0,0,2,16,14,5,0,3,6,3,16,14,7,2,2,2,1,10,12,2,2,12,10,2,0,1,4,4,3,0,1,12,1,2,0,5,7,4
1,0,0,0,0,1,44,0,0,4,0,3,1,23,3,0,0,0,0,2,4,1,0,0,7,3,0,0,3,1,1,0,1,0,0,0,0,0,0,0
0,0,0,4,2,1,6,11,1,1,5,1,2,5,2,3,8,1,0,5,0,2,1,6,2,0,3,1,1,4,0,2,0,0,1,2,0,4,2,0
2,4,4,2,1,9,3,2,5,7,9,2,1,6,4,4,0,6,3,7,8,2,1,5,3,3,2,1,11,9,3,2,4,4,1,1,0,4,6,5
3,2,1,4,1,5,18,1,1,28,7,2,8,27,4,0,2,5,1,4,4,2,2,1,6,13,2,1,9,1,1,2,4,1,4,1,1,2,5,1
0,0,1,4,1,2,6,2,0,1,65,0,3,4,2,5,1,4,2,3,2,0,1,1,10,0,18,7,14,0,2,0,0,3,3,0,2,2,0,2
0,1,0,0,0,3,19,3,0,4,2,9,4,19,2,2,1,0,0,3,10,1,6,1,27,2,0,0,2,0,0,0,1,0,1,0,2,2,0,1
