22,4,8,3,4,3,1,0,14,8,2,4,2,2,3,0,1,6,6,6,4,3,2,3,3,5,3,2,4,11,5,8,4,2,4,0,3,5,6,8
10,3,8,0,5,1,4,2,9,5,9,5,3,5,2,3,3,2,3,3,4,2,4,2,6,5,1,2,5,10,3,5,5,3,5,1,1,6,3,1
4,1,13,4,3,1,2,3,5,1,5,2,2,0,0,0,3,3,2,0,1,3,1,1,1,0,1,4,3,6,4,1,5,3,1,2,1,4,3,1
1,0,5,15,4,0,1,1,1,4,8,1,1,2,4,7,0,0,2,1,1,0,1,1,5,3,1,6,1,3,3,0,2,0,12,1,4,1,7,2
2,1,2,3,58,1,21,0,4,9,9,2,0,3,2,10,1,2,2,1,1,2,2,0,9,7,2,6,5,2,5,0,9,1,4,0,0,2,4,1
5,1,1,0,3,6,10,7,5,2,6,3,15,9,3,7,3,1,1,13,8,2,5,9,4,2,2,2,4,6,4,2,0,19,0,3,2,4,3,6
1,0,0,0,3,0,47,1,1,8,0,3,1,16,2,1,1,1,0,1,1,2,1,2,1,1,0,0,1,1,1,0,1,0,2,0,0,1,0,1
2,0,0,2,1,4,3,16,2,2,5,1,3,2,2,2,7,2,0,2,0,2,0,4,0,1,2,1,0,1,1,5,0,2,3,1,0,3,2,3
12,9,4,3,4,3,1,1,9,8,10,3,1,2,5,1,3,2,3,6,5,1,1,2,0,1,3,0,6,10,1,2,6,5,2,3,0,7,6,5
4,3,4,2,4,4,11,2,1,38,6,0,8,11,3,6,1,7,2,3,1,3,6,2,2,11,3,0,5,3,2,1,2,2,7,2,4,6,4,1
1,3,1,4,1,3,0,1,0,5,58,0,1,2,2,7,0,8,1,0,2,2,2,1,6,4,26,4,6,2,2,0,2,1,4,0,1,2,6,2
1,1,0,0,1,1,16,4,2,10,2,14,4,8,2,6,2,1,0,2,4,0,7,2,14,9,1,0,3,0,0,1,1,2,2,0,2,3,0,0
2,1,0,1,0,4,6,2,5,4,3,6,27,5,4,3,4,2,0,10,4,1,3,6,4,8,5,1,3,4,0,2,3,4,1,2,1,1,3,6
1,0,0,0,2,1,20,1,1,6,1,6,7,19,1,1,0,2,0,2,4,1,1,1,5,2,0,1,1,1,2,2,0,1,1,1,0,2,1,1
4,2,2,4,7,0,6,0,8,5,15,4,2,6,9,12,6,1,1,2,7,1,4,3,7,11,8,9,4,3,5,1,5,4,9,2,2,3,6,2
1,1,1,2,4,0,6,1,1,7,12,2,7,5,7,45,3,3,0,2,1,3,1,1,10,6,9,11,4,2,2,1,10,1,8,1,4,4,3,3
